protein_og	scaffold	start	end	strand	gene	product
PlaBraE3000280_OG3374394	CDSF01000001.1	620245	620961	+	PBRA_000280	CEO94495.1
PlaBraE3000281_OG3374395	CDSF01000001.1	621173	623323	-	PBRA_000281	CEO94496.1
PlaBraE3000282_OG0003413	CDSF01000001.1	623641	624407	+	PBRA_000282	CEO94497.1
PlaBraE3000283_OG0032775	CDSF01000001.1	624482	625366	-	PBRA_000283	CEO94498.1
PlaBraE3000284_OG3374396	CDSF01000001.1	625822	626942	+	PBRA_000284	CEO94499.1
PlaBraE3000285_OG0002607	CDSF01000001.1	628795	630337	+	PBRA_000285	CEO94500.1
PlaBraE3000286_OG0008727	CDSF01000001.1	631202	632094	-	PBRA_000286	CEO94501.1
PlaBraE3000287_OG0003533	CDSF01000001.1	632384	633010	+	PBRA_000287	CEO94502.1
PlaBraE3000288_OG0553841	CDSF01000001.1	633089	633638	-	PBRA_000288	CEO94503.1
PlaBraE3000289_OG3374397	CDSF01000001.1	634010	634678	+	PBRA_000289	CEO94504.1
PlaBraE3000290_OG0000513	CDSF01000001.1	634724	636267	-	PBRA_000290	CEO94505.1
PlaBraE3000291_OG0008256	CDSF01000001.1	636759	638135	+	PBRA_000291	CEO94506.1
PlaBraE3000292_OG0001882	CDSF01000001.1	638289	646607	-	PBRA_000292	CEO94507.1
PlaBraE3000293_OG3374398	CDSF01000001.1	650764	652140	+	PBRA_000293	CEO94508.1
PlaBraE3000294_OG0005564	CDSF01000001.1	655316	656628	-	PBRA_000294	CEO94509.1
PlaBraE3000295_OG0338865	CDSF01000001.1	656887	657444	-	PBRA_000295	CEO94510.1
PlaBraE3000296_OG3374399	CDSF01000001.1	658758	658985	-	PBRA_000296	CEO94511.1
PlaBraE3000297_OG0124299	CDSF01000001.1	659169	660747	+	PBRA_000297	CEO94512.1
PlaBraE3000298_OG0000340	CDSF01000001.1	660867	662261	-	PBRA_000298	CEO94513.1
PlaBraE3000299_OG0007717	CDSF01000001.1	662356	663285	+	PBRA_000299	CEO94514.1
PlaBraE3000300_OG3374400	CDSF01000001.1	663376	664820	-	PBRA_000300	CEO94515.1
PlaBraE3000301_OG0004291	CDSF01000001.1	665034	666518	-	PBRA_000301	CEO94516.1
PlaBraE3000302_OG0002820	CDSF01000001.1	667484	668932	-	PBRA_000302	CEO94517.1
PlaBraE3000303_OG0094308	CDSF01000001.1	668992	669985	+	PBRA_000303	CEO94518.1
PlaBraE3000304_OG0290607	CDSF01000001.1	670750	671736	+	PBRA_000304	CEO94519.1
PlaBraE3000305_OG0000286	CDSF01000001.1	673882	676622	+	PBRA_000305	CEO94520.1
PlaBraE3000306_OG0012486	CDSF01000001.1	676675	678227	-	PBRA_000306	CEO94521.1
PlaBraE3000307_OG0001721	CDSF01000001.1	678445	680085	-	PBRA_000307	CEO94522.1
PlaBraE3000308_OG0010101	CDSF01000001.1	680339	681995	+	PBRA_000308	CEO94523.1
PlaBraE3000309_OG0001803	CDSF01000001.1	682213	685529	-	PBRA_000309	CEO94524.1
PlaBraE3000310_OG0002110	CDSF01000001.1	685818	687395	+	PBRA_000310	CEO94525.1
PlaBraE3000311_OG3374401	CDSF01000001.1	687458	687811	+	PBRA_000311	CEO94526.1
PlaBraE3000312_OG0003396	CDSF01000001.1	687857	688891	-	PBRA_000312	CEO94527.1
PlaBraE3000313_OG0001994	CDSF01000001.1	688991	691069	+	PBRA_000313	CEO94528.1
PlaBraE3000314_OG0000097	CDSF01000001.1	691176	692728	-	PBRA_000314	CEO94529.1
PlaBraE3000315_OG0005048	CDSF01000001.1	694016	694349	-	PBRA_000315	CEO94530.1
PlaBraE3000316_OG0000193	CDSF01000001.1	695030	705923	+	PBRA_000316	CEO94531.1
PlaBraE3000317_OG1035193	CDSF01000001.1	706177	706857	+	PBRA_000317	CEO94532.1
PlaBraE3000318_OG0000614	CDSF01000001.1	707224	714686	-	PBRA_000318	CEO94533.1
PlaBraE3000319_OG3374402	CDSF01000001.1	715801	716175	-	PBRA_000319	CEO94534.1
PlaBraE3000320_OG3374403	CDSF01000001.1	716372	716862	-	PBRA_000320	CEO94535.1
PlaBraE3000321_OG0001403	CDSF01000001.1	719107	722763	-	PBRA_000321	CEO94536.1
PlaBraE3000322_OG0001709	CDSF01000001.1	723288	725141	+	PBRA_000322	CEO94537.1
PlaBraE3000323_OG0006857	CDSF01000001.1	725942	729226	-	PBRA_000323	CEO94538.1
PlaBraE3000324_OG3374404	CDSF01000001.1	731918	732405	+	PBRA_000324	CEO94539.1
PlaBraE3000325_OG3374405	CDSF01000001.1	732651	733874	-	PBRA_000325	CEO94540.1
PlaBraE3000326_OG3374406	CDSF01000001.1	734028	734582	+	PBRA_000326	CEO94541.1
PlaBraE3000327_OG0015888	CDSF01000001.1	735305	736267	+	PBRA_000327	CEO94542.1
PlaBraE3000328_OG0000143	CDSF01000001.1	736640	737583	+	PBRA_000328	CEO94543.1
PlaBraE3000329_OG0005930	CDSF01000001.1	737644	739863	-	PBRA_000329	CEO94544.1
PlaBraE3000330_OG0000632	CDSF01000001.1	740193	742678	+	PBRA_000330	CEO94545.1
PlaBraE3000331_OG0000733	CDSF01000001.1	742720	743793	-	PBRA_000331	CEO94546.1
PlaBraE3000332_OG0002601	CDSF01000001.1	744163	745344	+	PBRA_000332	CEO94547.1
PlaBraE3000333_OG1035194	CDSF01000001.1	745420	746028	-	PBRA_000333	CEO94548.1
PlaBraE3000334_OG0005321	CDSF01000001.1	746161	747777	-	PBRA_000334	CEO94549.1
PlaBraE3000335_OG3374407	CDSF01000001.1	748494	749219	-	PBRA_000335	CEO94550.1
PlaBraE3000336_OG0173347	CDSF01000001.1	750435	751588	+	PBRA_000336	CEO94551.1
PlaBraE3000337_OG0173347	CDSF01000001.1	751773	752792	+	PBRA_000337	CEO94552.1
PlaBraE3000338_OG0001985	CDSF01000001.1	752959	755504	+	PBRA_000338	CEO94553.1
PlaBraE3000339_OG0835963	CDSF01000001.1	757015	757515	-	PBRA_000339	CEO94554.1
PlaBraE3000340_OG0001289	CDSF01000001.1	760425	761862	+	PBRA_000340	CEO94555.1
PlaBraE3000341_OG0000211	CDSF01000001.1	761926	763313	-	PBRA_000341	CEO94556.1
PlaBraE3000342_OG0234502	CDSF01000001.1	764077	765103	+	PBRA_000342	CEO94557.1
PlaBraE3000343_OG0002533	CDSF01000001.1	765323	767449	-	PBRA_000343	CEO94558.1
PlaBraE3000344_OG3374408	CDSF01000001.1	767795	768181	+	PBRA_000344	CEO94559.1
PlaBraE3000345_OG0001637	CDSF01000001.1	768288	769417	-	PBRA_000345	CEO94560.1
PlaBraE3000346_OG3374409	CDSF01000001.1	769463	770127	+	PBRA_000346	CEO94561.1
PlaBraE3000347_OG0053098	CDSF01000001.1	770140	770722	+	PBRA_000347	CEO94562.1
PlaBraE3000348_OG0001117	CDSF01000001.1	771512	772736	-	PBRA_000348	CEO94563.1
PlaBraE3000349_OG0002875	CDSF01000001.1	773416	773969	-	PBRA_000349	CEO94564.1
PlaBraE3000350_OG0131261	CDSF01000001.1	774193	774626	+	PBRA_000350	CEO94565.1
PlaBraE3000351_OG3374410	CDSF01000001.1	774979	775754	+	PBRA_000351	CEO94566.1
PlaBraE3000352_OG1035195	CDSF01000001.1	776690	777631	+	PBRA_000352	CEO94567.1
PlaBraE3000353_OG0010123	CDSF01000001.1	777756	779460	-	PBRA_000353	CEO94568.1
PlaBraE3000354_OG0001363	CDSF01000001.1	779619	780056	-	PBRA_000354	CEO94569.1
PlaBraE3000355_OG0024930	CDSF01000001.1	780567	782064	-	PBRA_000355	CEO94570.1
PlaBraE3000356_OG0000155	CDSF01000001.1	783254	784332	+	PBRA_000357	CEO94571.1
PlaBraE3000357_OG0000389	CDSF01000001.1	785194	786252	+	PBRA_000356	CEO94572.1
PlaBraE3000358_OG0448690	CDSF01000001.1	786286	787473	-	PBRA_000358	CEO94573.1
PlaBraE3000359_OG0000451	CDSF01000001.1	787559	788936	-	PBRA_000359	CEO94574.1
PlaBraE3000360_OG3374411	CDSF01000001.1	789633	790703	+	PBRA_000360	CEO94575.1
PlaBraE3000361_OG0000465	CDSF01000001.1	790774	791871	-	PBRA_000361	CEO94576.1
PlaBraE3000362_OG3374412	CDSF01000001.1	792217	794413	+	PBRA_000362	CEO94577.1
PlaBraE3000363_OG0000045	CDSF01000001.1	795037	796385	-	PBRA_000363	CEO94578.1
PlaBraE3000364_OG0000641	CDSF01000001.1	798067	799245	+	PBRA_000364	CEO94579.1
PlaBraE3000365_OG0011739	CDSF01000001.1	800231	800962	+	PBRA_000366	CEO94580.1
PlaBraE3000366_OG0001501	CDSF01000001.1	801184	802623	-	PBRA_000365	CEO94581.1
PlaBraE3000367_OG0000050	CDSF01000001.1	807379	809322	+	PBRA_000367	CEO94582.1
PlaBraE3000368_OG0001059	CDSF01000001.1	809451	810913	-	PBRA_000368	CEO94583.1
PlaBraE3000369_OG0003898	CDSF01000001.1	812058	812882	-	PBRA_000369	CEO94584.1
PlaBraE3000370_OG0006328	CDSF01000001.1	813141	814701	+	PBRA_000370	CEO94585.1
PlaBraE3000371_OG0006328	CDSF01000001.1	814579	815493	+	PBRA_000371	CEO94586.1
PlaBraE3000372_OG0001768	CDSF01000001.1	816492	817795	+	PBRA_000372	CEO94587.1
PlaBraE3000373_OG0000290	CDSF01000001.1	818390	819751	-	PBRA_000373	CEO94588.1
PlaBraE3000374_OG0000522	CDSF01000001.1	820557	820931	-	PBRA_000374	CEO94589.1
PlaBraE3000375_OG0553842	CDSF01000001.1	822877	823629	-	PBRA_000375	CEO94590.1
PlaBraE3000376_OG0553843	CDSF01000001.1	824048	825442	-	PBRA_000376	CEO94591.1
PlaBraE3000377_OG0005421	CDSF01000001.1	826784	828400	-	PBRA_000377	CEO94592.1
PlaBraE3000378_OG0002960	CDSF01000001.1	828536	830270	+	PBRA_000378	CEO94593.1
PlaBraE3000379_OG0000028	CDSF01000001.1	831923	833929	+	PBRA_000379	CEO94594.1
PlaBraE3000380_OG3374413	CDSF01000001.1	834190	835070	+	PBRA_000380	CEO94595.1
PlaBraE3000381_OG0000042	CDSF01000001.1	835183	836268	-	PBRA_000381	CEO94596.1
PlaBraE3000382_OG0002602	CDSF01000001.1	838466	839903	+	PBRA_000382	CEO94597.1
PlaBraE3000383_OG0000380	CDSF01000001.1	839993	841682	-	PBRA_000383	CEO94598.1
PlaBraE3000384_OG0003612	CDSF01000001.1	842076	842956	-	PBRA_000384	CEO94599.1
PlaBraE3000385_OG3374414	CDSF01000001.1	845658	846393	-	PBRA_000385	CEO94600.1
PlaBraE3000386_OG3374415	CDSF01000001.1	847163	847521	+	PBRA_000386	CEO94601.1
PlaBraE3000387_OG3374416	CDSF01000001.1	851351	851554	+	PBRA_000387	CEO94602.1
PlaBraE3000388_OG1035196	CDSF01000001.1	851807	852148	+	PBRA_000388	CEO94603.1
PlaBraE3000389_OG3374417	CDSF01000001.1	852400	853260	+	PBRA_000389	CEO94604.1
PlaBraE3000390_OG1035197	CDSF01000001.1	853353	854750	-	PBRA_000390	CEO94605.1
PlaBraE3000391_OG0003672	CDSF01000001.1	855040	857816	+	PBRA_000391	CEO94606.1
PlaBraE3000392_OG3374418	CDSF01000001.1	860178	862658	+	PBRA_000392	CEO94607.1
PlaBraE3000393_OG0000828	CDSF01000001.1	862962	864169	+	PBRA_000393	CEO94608.1
PlaBraE3000394_OG0000016	CDSF01000001.1	866936	867607	-	PBRA_000394	CEO94609.1
PlaBraE3000395_OG0000016	CDSF01000001.1	869633	871468	-	PBRA_000395	CEO94610.1
PlaBraE3000396_OG1035198	CDSF01000001.1	875855	876193	-	PBRA_000396	CEO94611.1
PlaBraE3000397_OG0005475	CDSF01000001.1	881248	881949	-	PBRA_000397	CEO94612.1
PlaBraE3000398_OG0000325	CDSF01000001.1	883899	884588	+	PBRA_000398	CEO94613.1
PlaBraE3000399_OG1035199	CDSF01000001.1	885648	886454	-	PBRA_000399	CEO94614.1
PlaBraE3000400_OG0000531	CDSF01000001.1	887921	890216	+	PBRA_000400	CEO94615.1
PlaBraE3000401_OG0000095	CDSF01000001.1	892816	893773	-	PBRA_000401	CEO94616.1
PlaBraE3000402_OG0004620	CDSF01000001.1	896685	897411	+	PBRA_000402	CEO94617.1
PlaBraE3000403_OG0003478	CDSF01000001.1	897493	898368	-	PBRA_000403	CEO94618.1
PlaBraE3000404_OG0193490	CDSF01000001.1	901681	904637	-	PBRA_000404	CEO94619.1
PlaBraE3000405_OG0193490	CDSF01000001.1	905264	908020	-	PBRA_000405	CEO94620.1
PlaBraE3000406_OG0000383	CDSF01000001.1	908946	910196	-	PBRA_000406	CEO94621.1
PlaBraE3000407_OG3374419	CDSF01000001.1	913461	914075	-	PBRA_000407	CEO94622.1
PlaBraE3000408_OG0193490	CDSF01000001.1	915585	922394	+	PBRA_000408	CEO94623.1
PlaBraE3000409_OG3374420	CDSF01000001.1	918044	918450	-	PBRA_000409	CEO94624.1
PlaBraE3000410_OG0193490	CDSF01000001.1	922769	923855	-	PBRA_000410	CEO94625.1
PlaBraE3000411_OG0193490	CDSF01000001.1	925628	928180	-	PBRA_000411	CEO94626.1
PlaBraE3000412_OG0294106	CDSF01000001.1	928896	929429	+	PBRA_000412	CEO94627.1
PlaBraE3000413_OG0294106	CDSF01000001.1	931448	932395	+	PBRA_000413	CEO94628.1
PlaBraE3000414_OG0553844	CDSF01000001.1	933795	934805	-	PBRA_000415	CEO94629.1
PlaBraE3000415_OG0553845	CDSF01000001.1	934149	935372	+	PBRA_000414	CEO94630.1
PlaBraE3000416_OG0553845	CDSF01000001.1	934968	935612	+	PBRA_000416	CEO94631.1
PlaBraE3000417_OG3374421	CDSF01000001.1	936159	937281	-	PBRA_000417	CEO94632.1
PlaBraE3000418_OG1035200	CDSF01000001.1	940858	942333	+	PBRA_000418	CEO94633.1
PlaBraE3000419_OG0002012	CDSF01000001.1	943419	945394	+	PBRA_000420	CEO94634.1
PlaBraE3000420_OG0000056	CDSF01000001.1	945683	948510	+	PBRA_000419	CEO94635.1
PlaBraE3000421_OG0015219	CDSF01000001.1	948565	949311	-	PBRA_000421	CEO94636.1
PlaBraE3000422_OG3374422	CDSF01000001.1	949614	950553	+	PBRA_000422	CEO94637.1
PlaBraE3000423_OG0013808	CDSF01000001.1	950670	952850	+	PBRA_000423	CEO94638.1
PlaBraE3000424_OG3374423	CDSF01000001.1	952891	954194	-	PBRA_000424	CEO94639.1
PlaBraE3000425_OG0000083	CDSF01000001.1	957040	959892	+	PBRA_000425	CEO94640.1
PlaBraE3000426_OG0000191	CDSF01000001.1	960130	961375	-	PBRA_000426	CEO94641.1
PlaBraE3000427_OG3374424	CDSF01000001.1	962044	962693	-	PBRA_000427	CEO94642.1
PlaBraE3000428_OG1035182	CDSF01000001.1	963217	966172	-	PBRA_000428	CEO94643.1
PlaBraE3000429_OG0000101	CDSF01000001.1	966794	968782	+	PBRA_000429	CEO94644.1
PlaBraE3000430_OG0002083	CDSF01000001.1	970196	972392	-	PBRA_000430	CEO94645.1
PlaBraE3000431_OG0000026	CDSF01000001.1	972519	973667	+	PBRA_000431	CEO94646.1
PlaBraE3000432_OG3374425	CDSF01000001.1	973877	974635	+	PBRA_000432	CEO94647.1
PlaBraE3000433_OG0000042	CDSF01000001.1	974812	975551	+	PBRA_000433	CEO94648.1
PlaBraE3000434_OG0002412	CDSF01000001.1	976794	981774	+	PBRA_000434	CEO94649.1
PlaBraE3000435_OG0002549	CDSF01000001.1	982810	984572	-	PBRA_000435	CEO94650.1
PlaBraE3000436_OG0000594	CDSF01000001.1	985861	986896	+	PBRA_000436	CEO94651.1
PlaBraE3000437_OG0000594	CDSF01000001.1	987206	988152	+	PBRA_000437	CEO94652.1
PlaBraE3000438_OG0000594	CDSF01000001.1	988417	989433	+	PBRA_000438	CEO94653.1
PlaBraE3000439_OG3374426	CDSF01000001.1	990570	991362	-	PBRA_000439	CEO94654.1
PlaBraE3000440_OG3374427	CDSF01000001.1	996294	996589	-	PBRA_000440	CEO94655.1
PlaBraE3000441_OG0002104	CDSF01000001.1	997005	997607	+	PBRA_000441	CEO94656.1
PlaBraE3000442_OG0000014	CDSF01000001.1	998661	999958	+	PBRA_000442	CEO94657.1
PlaBraE3000443_OG0000383	CDSF01000001.1	1002319	1003604	+	PBRA_000443	CEO94658.1
PlaBraE3000444_OG0005564	CDSF01000001.1	1003645	1004830	-	PBRA_000444	CEO94659.1
PlaBraE3000445_OG3374428	CDSF01000001.1	1006204	1006947	-	PBRA_000445	CEO94660.1
PlaBraE3000446_OG0012022	CDSF01000001.1	1007157	1009383	+	PBRA_000447	CEO94661.1
PlaBraE3000447_OG3374429	CDSF01000001.1	1009666	1012911	+	PBRA_000446	CEO94662.1
PlaBraE3000448_OG0000157	CDSF01000001.1	1013963	1016615	+	PBRA_000448	CEO94663.1
PlaBraE3000449_OG0000311	CDSF01000001.1	1018071	1021845	+	PBRA_000449	CEO94664.1
PlaBraE3000450_OG0000015	CDSF01000001.1	1023099	1027181	-	PBRA_000450	CEO94665.1
PlaBraE3000451_OG0002186	CDSF01000001.1	1027627	1028148	-	PBRA_000452	CEO94666.1
PlaBraE3000452_OG0002427	CDSF01000001.1	1029763	1032682	-	PBRA_000451	CEO94667.1
PlaBraE3000453_OG0000007	CDSF01000001.1	1032831	1034080	+	PBRA_000453	CEO94668.1
PlaBraE3000454_OG0000013	CDSF01000001.1	1034093	1035990	-	PBRA_000454	CEO94669.1
PlaBraE3000455_OG0982684	CDSF01000001.1	1036124	1037419	-	PBRA_000455	CEO94670.1
PlaBraE3000456_OG0018034	CDSF01000001.1	1037827	1040730	+	PBRA_000456	CEO94671.1
PlaBraE3000457_OG0001234	CDSF01000001.1	1040905	1042296	+	PBRA_000457	CEO94672.1
PlaBraE3000458_OG0002861	CDSF01000001.1	1042363	1043907	-	PBRA_000458	CEO94673.1
PlaBraE3000459_OG0008323	CDSF01000001.1	1045923	1046357	+	PBRA_000460	CEO94674.1
PlaBraE3000460_OG0553846	CDSF01000001.1	1046425	1049095	-	PBRA_000459	CEO94675.1
PlaBraE3000461_OG0001963	CDSF01000001.1	1049294	1051035	+	PBRA_000461	CEO94676.1
PlaBraE3000462_OG0000005	CDSF01000001.1	1051984	1052831	-	PBRA_000462	CEO94677.1
PlaBraE3000463_OG0048092	CDSF01000001.1	1053167	1053765	-	PBRA_000463	CEO94678.1
PlaBraE3000464_OG0000621	CDSF01000001.1	1054142	1057755	-	PBRA_000464	CEO94679.1
PlaBraE3000465_OG0023997	CDSF01000001.1	1057914	1058817	+	PBRA_000465	CEO94680.1
PlaBraE3000466_OG0001438	CDSF01000001.1	1058942	1059835	+	PBRA_000466	CEO94681.1
PlaBraE3000467_OG0023997	CDSF01000001.1	1059994	1060871	+	PBRA_000467	CEO94682.1
PlaBraE3000468_OG3374430	CDSF01000001.1	1060988	1061824	+	PBRA_000469	CEO94683.1
PlaBraE3000469_OG0000138	CDSF01000001.1	1061886	1063226	-	PBRA_000470	CEO94684.1
PlaBraE3000470_OG0000374	CDSF01000001.1	1063975	1066410	+	PBRA_000471	CEO94685.1
PlaBraE3000471_OG0002752	CDSF01000001.1	1066630	1067348	+	PBRA_000472	CEO94686.1
PlaBraE3000472_OG0073163	CDSF01000001.1	1068154	1069233	-	PBRA_000473	CEO94687.1
PlaBraE3000473_OG0103989	CDSF01000001.1	1069738	1071111	+	PBRA_000474	CEO94688.1
PlaBraE3000474_OG0000712	CDSF01000001.1	1072827	1074293	-	PBRA_000475	CEO94689.1
PlaBraE3000475_OG0253446	CDSF01000001.1	1074487	1076901	-	PBRA_000476	CEO94690.1
PlaBraE3000476_OG3374431	CDSF01000001.1	1074719	1075359	+	PBRA_000477	CEO94691.1
PlaBraE3000477_OG0005159	CDSF01000001.1	1078922	1079801	-	PBRA_000479	CEO94692.1
PlaBraE3000478_OG0000041	CDSF01000001.1	1080165	1081445	-	PBRA_000478	CEO94693.1
PlaBraE3000479_OG0057811	CDSF01000001.1	1082273	1084006	+	PBRA_000480	CEO94694.1
PlaBraE3000480_OG0524373	CDSF01000001.1	1087841	1089370	-	PBRA_000481	CEO94695.1
PlaBraE3000481_OG0000036	CDSF01000001.1	1089595	1090847	-	PBRA_000482	CEO94696.1
PlaBraE3000482_OG3374432	CDSF01000001.1	1092525	1093814	-	PBRA_000483	CEO94697.1
PlaBraE3000483_OG0000019	CDSF01000001.1	1094301	1099259	+	PBRA_000484	CEO94698.1
PlaBraE3000484_OG0553847	CDSF01000001.1	1106070	1107898	+	PBRA_000485	CEO94699.1
PlaBraE3000485_OG0203129	CDSF01000001.1	1109835	1112852	-	PBRA_000486	CEO94700.1
PlaBraE3000486_OG0003392	CDSF01000001.1	1114159	1115059	+	PBRA_000487	CEO94701.1
PlaBraE3000487_OG0000880	CDSF01000001.1	1115207	1117054	+	PBRA_000488	CEO94702.1
PlaBraE3000488_OG0047431	CDSF01000001.1	1117114	1117962	+	PBRA_000489	CEO94703.1
PlaBraE3000489_OG0000490	CDSF01000001.1	1118750	1120099	+	PBRA_000490	CEO94704.1
PlaBraE3000490_OG0026931	CDSF01000001.1	1120183	1121991	+	PBRA_000491	CEO94705.1
PlaBraE3000491_OG3374433	CDSF01000001.1	1120696	1121037	-	PBRA_000492	CEO94706.1
PlaBraE3000492_OG0001076	CDSF01000001.1	1128726	1130027	+	PBRA_000493	CEO94707.1
PlaBraE3000493_OG0002047	CDSF01000001.1	1131387	1133499	+	PBRA_000494	CEO94708.1
PlaBraE3000494_OG0004088	CDSF01000001.1	1133916	1135160	+	PBRA_000495	CEO94709.1
PlaBraE3000495_OG0030376	CDSF01000001.1	1139329	1140276	+	PBRA_000496	CEO94710.1
PlaBraE3000496_OG0047241	CDSF01000001.1	1143220	1143541	+	PBRA_000497	CEO94711.1
PlaBraE3000497_OG0000149	CDSF01000001.1	1145879	1146993	+	PBRA_000498	CEO94712.1
PlaBraE3000498_OG0000005	CDSF01000001.1	1147255	1148115	-	PBRA_000499	CEO94713.1
PlaBraE3000499_OG0000928	CDSF01000001.1	1149140	1151068	+	PBRA_000500	CEO94714.1
PlaBraE3000500_OG0000374	CDSF01000001.1	1152304	1155323	+	PBRA_000501	CEO94715.1
PlaBraE3000501_OG0105894	CDSF01000001.1	1155364	1157325	-	PBRA_000502	CEO94716.1
PlaBraE3000502_OG0028619	CDSF01000001.1	1157829	1159511	+	PBRA_000503	CEO94717.1
PlaBraE3000503_OG0003277	CDSF01000001.1	1159630	1161975	-	PBRA_000504	CEO94718.1
PlaBraE3000504_OG0005026	CDSF01000001.1	1162095	1162859	-	PBRA_000505	CEO94719.1
PlaBraE3000505_OG0037734	CDSF01000001.1	1162960	1164087	+	PBRA_000506	CEO94720.1
PlaBraE3000506_OG0005560	CDSF01000001.1	1164596	1165074	-	PBRA_000507	CEO94721.1
PlaBraE3000507_OG1035201	CDSF01000001.1	1166308	1166963	+	PBRA_000508	CEO94722.1
PlaBraE3000508_OG0117470	CDSF01000001.1	1167158	1168621	-	PBRA_000509	CEO94723.1
PlaBraE3000509_OG0005893	CDSF01000001.1	1169130	1169978	+	PBRA_000511	CEO94724.1
PlaBraE3000510_OG0000020	CDSF01000001.1	1170114	1173292	+	PBRA_000510	CEO94725.1
PlaBraE3000511_OG0000062	CDSF01000001.1	1174292	1175433	+	PBRA_000512	CEO94726.1
PlaBraE3000512_OG0000179	CDSF01000001.1	1175567	1177864	-	PBRA_000513	CEO94727.1
PlaBraE3000513_OG0001499	CDSF01000001.1	1177991	1178851	-	PBRA_000514	CEO94728.1
PlaBraE3000514_OG0003741	CDSF01000001.1	1179045	1180202	-	PBRA_000515	CEO94729.1
PlaBraE3000515_OG0003573	CDSF01000001.1	1180308	1180905	-	PBRA_000516	CEO94730.1
PlaBraE3000516_OG3374434	CDSF01000001.1	1180908	1181765	+	PBRA_000517	CEO94731.1
PlaBraE3000517_OG0000863	CDSF01000001.1	1182764	1184076	-	PBRA_000518	CEO94732.1
PlaBraE3000518_OG0034813	CDSF01000001.1	1184798	1186683	+	PBRA_000519	CEO94733.1
PlaBraE3000519_OG0005131	CDSF01000001.1	1186768	1188340	+	PBRA_000520	CEO94734.1
PlaBraE3000520_OG0000005	CDSF01000001.1	1188918	1189594	-	PBRA_000521	CEO94735.1
PlaBraE3000521_OG0553848	CDSF01000002.1	1113	3655	+	PBRA_003549	CEO94736.1
PlaBraE3000522_OG0553848	CDSF01000002.1	4110	5302	+	PBRA_003550	CEO94737.1
PlaBraE3000523_OG0553848	CDSF01000002.1	5531	6704	+	PBRA_003551	CEO94738.1
PlaBraE3000524_OG0032786	CDSF01000002.1	6978	7863	-	PBRA_003552	CEO94739.1
PlaBraE3000525_OG0024128	CDSF01000002.1	9483	11042	+	PBRA_003553	CEO94740.1
PlaBraE3000526_OG0003796	CDSF01000002.1	11228	12547	+	PBRA_003554	CEO94741.1
PlaBraE3000527_OG0004302	CDSF01000002.1	12785	14288	+	PBRA_003555	CEO94742.1
PlaBraE3000528_OG0003281	CDSF01000002.1	14343	15188	-	PBRA_003556	CEO94743.1
PlaBraE3000529_OG0389549	CDSF01000002.1	15422	17028	+	PBRA_003557	CEO94744.1
PlaBraE3000530_OG0001157	CDSF01000002.1	17313	18079	-	PBRA_003558	CEO94745.1
PlaBraE3000531_OG0005088	CDSF01000002.1	18521	20276	+	PBRA_003559	CEO94746.1
PlaBraE3000532_OG0000006	CDSF01000002.1	21315	23088	+	PBRA_003560	CEO94747.1
PlaBraE3000533_OG0247682	CDSF01000002.1	23246	25677	-	PBRA_003561	CEO94748.1
PlaBraE3000534_OG0051119	CDSF01000002.1	25839	27847	-	PBRA_003562	CEO94749.1
PlaBraE3000535_OG0553849	CDSF01000002.1	28049	28822	-	PBRA_003563	CEO94750.1
PlaBraE3000536_OG0000035	CDSF01000002.1	29701	30664	+	PBRA_003564	CEO94751.1
PlaBraE3000537_OG3374435	CDSF01000002.1	38883	39848	-	PBRA_003565	CEO94752.1
PlaBraE3000538_OG0224413	CDSF01000002.1	42047	43709	-	PBRA_003566	CEO94753.1
PlaBraE3000539_OG0002535	CDSF01000002.1	44193	47017	+	PBRA_003567	CEO94754.1
PlaBraE3000540_OG0004057	CDSF01000002.1	47065	47898	-	PBRA_003568	CEO94755.1
PlaBraE3000541_OG0000300	CDSF01000002.1	48126	48878	-	PBRA_003569	CEO94756.1
PlaBraE3000542_OG0005699	CDSF01000002.1	49074	51011	-	PBRA_003570	CEO94757.1
PlaBraE3000543_OG0001696	CDSF01000002.1	51211	54902	-	PBRA_003571	CEO94758.1
PlaBraE3000544_OG0000519	CDSF01000002.1	55093	57241	-	PBRA_003572	CEO94759.1
PlaBraE3000545_OG0000602	CDSF01000002.1	58492	59854	-	PBRA_003573	CEO94760.1
PlaBraE3000546_OG0005126	CDSF01000002.1	61712	62175	-	PBRA_003574	CEO94761.1
PlaBraE3000547_OG0002809	CDSF01000002.1	62806	63525	-	PBRA_003575	CEO94762.1
PlaBraE3000548_OG0000352	CDSF01000002.1	64325	65469	+	PBRA_003576	CEO94763.1
PlaBraE3000549_OG0003973	CDSF01000002.1	65589	68160	-	PBRA_003578	CEO94764.1
PlaBraE3000550_OG0001795	CDSF01000002.1	68448	70111	+	PBRA_003577	CEO94765.1
PlaBraE3000551_OG0001102	CDSF01000002.1	70434	70906	-	PBRA_003579	CEO94766.1
PlaBraE3000552_OG0000868	CDSF01000002.1	72012	75143	+	PBRA_003580	CEO94767.1
PlaBraE3000553_OG0007081	CDSF01000002.1	78453	79445	-	PBRA_003582	CEO94768.1
PlaBraE3000554_OG0000789	CDSF01000002.1	79829	81526	+	PBRA_003581	CEO94769.1
PlaBraE3000555_OG0553850	CDSF01000002.1	84076	85002	+	PBRA_003583	CEO94770.1
